doi,best_oa_evidence,best_oa_host,best_oa_license,best_oa_url,best_oa_url_is_pdf,best_oa_version,data_standard,doi_url,genre,is_oa,is_paratext,journal_is_in_doaj,journal_is_oa,journal_issn_l,journal_issns,journal_name,oa_status,published_date,publisher
10.1093/jmedent/30.1.144,,,,,False,,2,https://doi.org/10.1093/jmedent/30.1.144,journal-article,False,False,False,False,0022-2585,"1938-2928,0022-2585",Journal of Medical Entomology,closed,1993-01-01,Oxford University Press (OUP)
10.1638/04-076.1,,,,,False,,2,https://doi.org/10.1638/04-076.1,journal-article,False,False,False,False,1042-7260,"1042-7260,1937-2825",Journal of Zoo and Wildlife Medicine,closed,2005-06-01,American Association of Zoo Veterinarians
10.7589/0090-3558-38.3.625,oa repository (via OAI-PMH title and first author match),repository,,https://bioone.org/journals/journal-of-wildlife-diseases/volume-38/issue-3/0090-3558-38.3.625/Sarcoptic-Mange-in-Free-Ranging-Pampas-Foxes-in-the-Gran/10.7589/0090-3558-38.3.625.pdf,True,submittedVersion,2,https://doi.org/10.7589/0090-3558-38.3.625,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,green,2002-07-01,Wildlife Disease Association
10.1007/s10344-004-0072-x,,,,,False,,2,https://doi.org/10.1007/s10344-004-0072-x,journal-article,False,False,False,False,1439-0574,"1612-4642,1439-0574",European Journal of Wildlife Research,closed,2005-01-13,Springer Science and Business Media LLC
10.7589/0090-3558-36.2.265,,,,,False,,2,https://doi.org/10.7589/0090-3558-36.2.265,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,2000-04-01,Wildlife Disease Association
10.7589/0090-3558-36.2.265,,,,,False,,2,https://doi.org/10.7589/0090-3558-36.2.265,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,2000-04-01,Wildlife Disease Association
10.7589/0090-3558-37.3.626,oa repository (via OAI-PMH title and first author match),repository,,https://bioone.org/journals/journal-of-wildlife-diseases/volume-37/issue-3/0090-3558-37.3.626/Otodectic-Otoacariasis-in-Free-Ranging-Eurasian-Lynx-in-Sweden/10.7589/0090-3558-37.3.626.pdf,True,submittedVersion,2,https://doi.org/10.7589/0090-3558-37.3.626,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,green,2001-07-01,Wildlife Disease Association
10.1016/j.tvjl.2005.11.011,,,,,False,,2,https://doi.org/10.1016/j.tvjl.2005.11.011,journal-article,False,False,False,False,1090-0233,1090-0233,The Veterinary Journal,closed,2007-03-01,Elsevier BV
10.1111/j.1469-7998.1998.tb00085.x,,,,,False,,2,https://doi.org/10.1111/j.1469-7998.1998.tb00085.x,journal-article,False,False,False,False,0952-8369,"0952-8369,1469-7998",Journal of Zoology,closed,1998-06-01,Wiley
10.2307/3802198,,,,,False,,2,https://doi.org/10.2307/3802198,journal-article,False,False,False,False,0022-541X,0022-541X,The Journal of Wildlife Management,closed,1997-07-01,JSTOR
10.1111/j.1439-0450.1997.tb00998.x,,,,,False,,2,https://doi.org/10.1111/j.1439-0450.1997.tb00998.x,journal-article,False,False,False,False,0931-1793,"0931-1793,1439-0450","Journal of Veterinary Medicine, Series B",closed,1997-01-12,Wiley
10.7589/0090-3558-45.4.1169,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-45.4.1169,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-45.4.1169,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,2009-10-01,Wildlife Disease Association
10.4269/ajtmh.2008.78.195,,,,,False,,2,https://doi.org/10.4269/ajtmh.2008.78.195,journal-article,False,False,False,False,0002-9637,"0002-9637,1476-1645",The American Journal of Tropical Medicine and Hygiene,closed,2008-02-01,American Society of Tropical Medicine and Hygiene
10.7589/0090-3558-23.2.261,,,,,False,,2,https://doi.org/10.7589/0090-3558-23.2.261,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,1987-04-01,Wildlife Disease Association
10.2307/3284861,,,,,False,,2,https://doi.org/10.2307/3284861,journal-article,False,False,False,False,0022-3395,0022-3395,The Journal of Parasitology,closed,2000-06-01,JSTOR
10.1638/05-121.1,,,,,False,,2,https://doi.org/10.1638/05-121.1,journal-article,False,False,False,False,1042-7260,"1042-7260,1937-2825",Journal of Zoo and Wildlife Medicine,closed,2007-03-01,American Association of Zoo Veterinarians
10.1016/0020-7519(95)00048-8,,,,,False,,2,https://doi.org/10.1016/0020-7519(95)00048-8,journal-article,False,False,False,False,0020-7519,0020-7519,International Journal for Parasitology,closed,1995-12-01,Elsevier BV
10.1016/j.vetmic.2005.08.006,,,,,False,,2,https://doi.org/10.1016/j.vetmic.2005.08.006,journal-article,False,False,False,False,0378-1135,0378-1135,Veterinary Microbiology,closed,2005-10-31,Elsevier BV
10.11609/jott.zpj.784.1766-9,open (via free pdf),publisher,,https://doi.org/10.11609/jott.zpj.784.1766-9,True,publishedVersion,2,https://doi.org/10.11609/jott.zpj.784.1766-9,journal-article,True,False,False,False,0973-2535,"0973-2535,0973-2551",Zoos' Print Journal,bronze,2005-01-21,Wildlife Information Liaison Development Society
10.11609/jott.zpj.784.1766-9,open (via free pdf),publisher,,https://doi.org/10.11609/jott.zpj.784.1766-9,True,publishedVersion,2,https://doi.org/10.11609/jott.zpj.784.1766-9,journal-article,True,False,False,False,0973-2535,"0973-2535,0973-2551",Zoos' Print Journal,bronze,2005-01-21,Wildlife Information Liaison Development Society
10.11609/jott.zpj.784.1766-9,open (via free pdf),publisher,,https://doi.org/10.11609/jott.zpj.784.1766-9,True,publishedVersion,2,https://doi.org/10.11609/jott.zpj.784.1766-9,journal-article,True,False,False,False,0973-2535,"0973-2535,0973-2551",Zoos' Print Journal,bronze,2005-01-21,Wildlife Information Liaison Development Society
10.2478/s11686-008-0042-7,,,,,False,,2,https://doi.org/10.2478/s11686-008-0042-7,journal-article,False,False,False,False,1230-2821,"1896-1851,1230-2821",Acta Parasitologica,closed,2008-01-01,Walter de Gruyter GmbH
10.2478/s11687-008-0002-7,oa journal (via doaj),publisher,cc-by-nc-nd,https://content.sciendo.com/downloadpdf/journals/helm/45/1/article-p13.pdf,True,publishedVersion,2,https://doi.org/10.2478/s11687-008-0002-7,journal-article,True,False,True,True,0440-6605,"1336-9083,0440-6605",Helminthologia,gold,2008-03-01,Walter de Gruyter GmbH
10.1111/j.1550-7408.1996.tb05038.x,,,,,False,,2,https://doi.org/10.1111/j.1550-7408.1996.tb05038.x,journal-article,False,False,False,False,1066-5234,"1066-5234,1550-7408",The Journal of Eukaryotic Microbiology,closed,1996-09-01,Wiley
10.1089/vbz.2005.5.288,,,,,False,,2,https://doi.org/10.1089/vbz.2005.5.288,journal-article,False,False,False,False,1530-3667,"1530-3667,1557-7759",Vector-Borne and Zoonotic Diseases,closed,2005-09-01,Mary Ann Liebert Inc
10.1007/bf00930978,,,,,False,,2,https://doi.org/10.1007/bf00930978,journal-article,False,False,False,False,0044-3255,"0044-3255,1432-1955",Parasitology Research,closed,1989-01-01,Springer Science and Business Media LLC
10.2478/s11687-008-0007-2,oa journal (via doaj),publisher,cc-by-nc-nd,https://content.sciendo.com/downloadpdf/journals/helm/45/1/article-p41.pdf,True,publishedVersion,2,https://doi.org/10.2478/s11687-008-0007-2,journal-article,True,False,True,True,0440-6605,"1336-9083,0440-6605",Helminthologia,gold,2008-03-01,Walter de Gruyter GmbH
10.7589/0090-3558-43.3.518,,,,,False,,2,https://doi.org/10.7589/0090-3558-43.3.518,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,2007-07-01,Wildlife Disease Association
10.1007/bf00931085,,,,,False,,2,https://doi.org/10.1007/bf00931085,journal-article,False,False,False,False,0044-3255,"0044-3255,1432-1955",Parasitology Research,closed,1990-01-01,Springer Science and Business Media LLC
10.1016/0035-9203(63)90089-0,,,,,False,,2,https://doi.org/10.1016/0035-9203(63)90089-0,journal-article,False,False,False,False,0035-9203,0035-9203,Transactions of the Royal Society of Tropical Medicine and Hygiene,closed,1963-11-01,Oxford University Press (OUP)
10.7589/0090-3558-38.4.769,oa repository (via OAI-PMH title and first author match),repository,,https://bioone.org/journals/journal-of-wildlife-diseases/volume-38/issue-4/0090-3558-38.4.769/MOLECULAR-IDENTIFICATION-AND-PREVALENCE-OF-DICTYOCAULUS-SPP-TRICHOSTRONGYLOIDEA--DICTYOCAULIDAE/10.7589/0090-3558-38.4.769.pdf,True,submittedVersion,2,https://doi.org/10.7589/0090-3558-38.4.769,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,green,2002-10-01,Wildlife Disease Association
10.1645/ge-1485.1,,,,,False,,2,https://doi.org/10.1645/ge-1485.1,journal-article,False,False,False,False,0022-3395,"0022-3395,1937-2345",Journal of Parasitology,closed,2008-10-01,American Society of Parasitologists
10.1002/ajp.20785,,,,,False,,2,https://doi.org/10.1002/ajp.20785,journal-article,False,False,False,False,0275-2565,"0275-2565,1098-2345",American Journal of Primatology,closed,2009-01-01,Wiley
10.1051/parasite/2004113267,open (via free pdf),publisher,,https://www.parasite-journal.org/articles/parasite/pdf/2004/03/parasite2004113p267.pdf,True,publishedVersion,2,https://doi.org/10.1051/parasite/2004113267,journal-article,True,False,False,False,1252-607X,"1252-607X,1776-1042",Parasite,bronze,2004-09-01,EDP Sciences
10.1002/ijc.2910380412,,,,,False,,2,https://doi.org/10.1002/ijc.2910380412,journal-article,False,False,False,False,0020-7136,"0020-7136,1097-0215",International Journal of Cancer,closed,1986-10-15,Wiley
10.1046/j.1365-2672.2001.01389.x,open (via free pdf),publisher,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1046/j.1365-2672.2001.01389.x,True,publishedVersion,2,https://doi.org/10.1046/j.1365-2672.2001.01389.x,journal-article,True,False,False,False,1364-5072,"1364-5072,1365-2672",Journal of Applied Microbiology,bronze,2001-09-12,Wiley
10.7589/0090-3558-28.3.355,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-28.3.355,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-28.3.355,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,1992-07-01,Wildlife Disease Association
10.1098/rspb.2009.1775,oa repository (via OAI-PMH doi match),repository,,http://europepmc.org/articles/pmc2842696?pdf=render,True,publishedVersion,2,https://doi.org/10.1098/rspb.2009.1775,journal-article,True,False,False,False,0962-8452,"0962-8452,1471-2954",Proceedings of the Royal Society B: Biological Sciences,green,2009-11-04,The Royal Society
10.1016/j.jcpa.2008.09.004,,,,,False,,2,https://doi.org/10.1016/j.jcpa.2008.09.004,journal-article,False,False,False,False,0021-9975,0021-9975,Journal of Comparative Pathology,closed,2009-01-01,Elsevier BV
10.3201/eid1802.111309,oa journal (via doaj),publisher,cc-by,https://doi.org/10.3201/eid1802.111309,True,publishedVersion,2,https://doi.org/10.3201/eid1802.111309,journal-article,True,False,True,True,1080-6040,"1080-6040,1080-6059",Emerging Infectious Diseases,gold,2012-02-01,Centers for Disease Control and Prevention (CDC)
10.7589/0090-3558-42.3.667,oa repository (via OAI-PMH title and first author match),repository,,https://bioone.org/journals/journal-of-wildlife-diseases/volume-42/issue-3/0090-3558-42.3.667/A-Serosurvey-of-Viral-Infections-in-Lions-Panthera-leo-from/10.7589/0090-3558-42.3.667.pdf,True,submittedVersion,2,https://doi.org/10.7589/0090-3558-42.3.667,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,green,2006-07-01,Wildlife Disease Association
10.7589/0090-3558-26.1.34,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-26.1.34,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-26.1.34,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,1990-01-01,Wildlife Disease Association
10.1007/s11230-009-9216-4,,,,,False,,2,https://doi.org/10.1007/s11230-009-9216-4,journal-article,False,False,False,False,0165-5752,"0165-5752,1573-5192",Systematic Parasitology,closed,2009-09-30,Springer Science and Business Media LLC
10.4202/app.00044.2013,oa journal (via doaj),publisher,cc-by,http://www.app.pan.pl/article/item/article/item/app000442013.html?pdf=39,True,publishedVersion,2,https://doi.org/10.4202/app.00044.2013,journal-article,True,False,True,True,0567-7920,0567-7920,Acta Palaeontologica Polonica,gold,2014-01-01,"Polska Akademia Nauk Instytut Paleobiologii (Institute of Paleobiology, Polish Academy of Sciences)"
10.1638/1042-7260(2001)032[0441:epofrr]2.0.co;2,,,,,False,,2,https://doi.org/10.1638/1042-7260(2001)032[0441:epofrr]2.0.co;2,journal-article,False,False,False,False,1042-7260,1042-7260,Journal of Zoo and Wildlife Medicine,closed,2001-12-01,American Association of Zoo Veterinarians
10.14411/fp.2015.020,open (via free pdf),publisher,,http://folia.paru.cas.cz/doi/10.14411/fp.2015.020.pdf,True,publishedVersion,2,https://doi.org/10.14411/fp.2015.020,journal-article,True,False,False,False,0015-5683,"0015-5683,1803-6465",Folia Parasitologica,bronze,2015-01-01,"Biology Centre, AS CR"
10.1515/ap-2016-0092,,,,,False,,2,https://doi.org/10.1515/ap-2016-0092,journal-article,False,False,False,False,1230-2821,"1896-1851,1230-2821",Acta Parasitologica,closed,2016-01-01,Springer Science and Business Media LLC
10.14411/fp.2015.020,open (via free pdf),publisher,,http://folia.paru.cas.cz/doi/10.14411/fp.2015.020.pdf,True,publishedVersion,2,https://doi.org/10.14411/fp.2015.020,journal-article,True,False,False,False,0015-5683,"0015-5683,1803-6465",Folia Parasitologica,bronze,2015-01-01,"Biology Centre, AS CR"
10.1007/s10344-016-1037-6,open (via page says license),publisher,cc-by,https://link.springer.com/content/pdf/10.1007/s10344-016-1037-6.pdf,True,publishedVersion,2,https://doi.org/10.1007/s10344-016-1037-6,journal-article,True,False,False,False,1439-0574,"1612-4642,1439-0574",European Journal of Wildlife Research,hybrid,2016-08-05,Springer Science and Business Media LLC
10.1016/s0040-8166(97)80021-3,,,,,False,,2,https://doi.org/10.1016/s0040-8166(97)80021-3,journal-article,False,False,False,False,0040-8166,0040-8166,Tissue and Cell,closed,1997-04-01,Elsevier BV
10.1080/15627020.2004.11657219,,,,,False,,2,https://doi.org/10.1080/15627020.2004.11657219,journal-article,False,False,False,False,1562-7020,"1562-7020,2224-073X",African Zoology,closed,2004-10-01,Informa UK Limited
10.7589/0090-3558-32.2.326,,,,,False,,2,https://doi.org/10.7589/0090-3558-32.2.326,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,1996-04-01,Wildlife Disease Association
10.7589/0090-3558-36.2.241,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-36.2.241,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-36.2.241,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,2000-04-01,Wildlife Disease Association
10.7589/0090-3558-42.4.844,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-42.4.844,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-42.4.844,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,2006-10-01,Wildlife Disease Association
10.2307/3284883,,,,,False,,2,https://doi.org/10.2307/3284883,journal-article,False,False,False,False,0022-3395,0022-3395,The Journal of Parasitology,closed,2000-06-01,JSTOR
10.2307/3283769,,,,,False,,2,https://doi.org/10.2307/3283769,journal-article,False,False,False,False,0022-3395,0022-3395,The Journal of Parasitology,closed,1994-04-01,JSTOR
10.2307/3283769,,,,,False,,2,https://doi.org/10.2307/3283769,journal-article,False,False,False,False,0022-3395,0022-3395,The Journal of Parasitology,closed,1994-04-01,JSTOR
NA,,,,,False,,1,https://doi.org/NA,,False,False,False,False,,,,,,
10.1016/0304-4017(94)90170-8,,,,,False,,2,https://doi.org/10.1016/0304-4017(94)90170-8,journal-article,False,False,False,False,0304-4017,0304-4017,Veterinary Parasitology,closed,1994-02-01,Elsevier BV
10.7589/0090-3558-21.3.219,,,,,False,,2,https://doi.org/10.7589/0090-3558-21.3.219,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,1985-07-01,Wildlife Disease Association
10.7589/0090-3558-21.3.219,,,,,False,,2,https://doi.org/10.7589/0090-3558-21.3.219,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,1985-07-01,Wildlife Disease Association
10.2307/3285626,,,,,False,,2,https://doi.org/10.2307/3285626,journal-article,False,False,False,False,0022-3395,0022-3395,The Journal of Parasitology,closed,1999-04-01,JSTOR
10.1016/s0020-7519(99)00142-3,,,,,False,,2,https://doi.org/10.1016/s0020-7519(99)00142-3,journal-article,False,False,False,False,0020-7519,0020-7519,International Journal for Parasitology,closed,1999-10-01,Elsevier BV
10.1016/j.ijpara.2004.07.002,,,,,False,,2,https://doi.org/10.1016/j.ijpara.2004.07.002,journal-article,False,False,False,False,0020-7519,0020-7519,International Journal for Parasitology,closed,2004-10-01,Elsevier BV
10.7589/0090-3558-26.2.286,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-26.2.286,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-26.2.286,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,1990-04-01,Wildlife Disease Association
10.7589/0090-3558-27.4.688,,,,,False,,2,https://doi.org/10.7589/0090-3558-27.4.688,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,1991-10-01,Wildlife Disease Association
10.2307/3285401,,,,,False,,2,https://doi.org/10.2307/3285401,journal-article,False,False,False,False,0022-3395,0022-3395,The Journal of Parasitology,closed,2002-02-01,JSTOR
10.2307/3284018,,,,,False,,2,https://doi.org/10.2307/3284018,journal-article,False,False,False,False,0022-3395,0022-3395,The Journal of Parasitology,closed,1995-02-01,JSTOR
10.2307/3284018,,,,,False,,2,https://doi.org/10.2307/3284018,journal-article,False,False,False,False,0022-3395,0022-3395,The Journal of Parasitology,closed,1995-02-01,JSTOR
10.2307/3284135,,,,,False,,2,https://doi.org/10.2307/3284135,journal-article,False,False,False,False,0022-3395,0022-3395,The Journal of Parasitology,closed,1996-02-01,JSTOR
10.2307/3284512,,,,,False,,2,https://doi.org/10.2307/3284512,journal-article,False,False,False,False,0022-3395,0022-3395,The Journal of Parasitology,closed,1998-04-01,JSTOR
10.1016/s0304-4017(00)00384-8,,,,,False,,2,https://doi.org/10.1016/s0304-4017(00)00384-8,journal-article,False,False,False,False,0304-4017,0304-4017,Veterinary Parasitology,closed,2001-02-01,Elsevier BV
10.2307/3285401,,,,,False,,2,https://doi.org/10.2307/3285401,journal-article,False,False,False,False,0022-3395,0022-3395,The Journal of Parasitology,closed,2002-02-01,JSTOR
10.1645/0022-3395(2003)089[0397:soauso]2.0.co;2,oa repository (via OAI-PMH doi match),repository,,https://vtechworks.lib.vt.edu/bitstream/10919/49084/1/0022-3395%25282003%2529089%255B0397%253Asoauso.pdf,True,submittedVersion,2,https://doi.org/10.1645/0022-3395(2003)089[0397:soauso]2.0.co;2,journal-article,True,False,False,False,0022-3395,"0022-3395,1937-2345",Journal of Parasitology,green,2003-04-01,American Society of Parasitologists
10.1016/s0304-4017(03)00263-2,,,,,False,,2,https://doi.org/10.1016/s0304-4017(03)00263-2,journal-article,False,False,False,False,0304-4017,0304-4017,Veterinary Parasitology,closed,2003-10-01,Elsevier BV
10.1645/ge-110r,,,,,False,,2,https://doi.org/10.1645/ge-110r,journal-article,False,False,False,False,0022-3395,"0022-3395,1937-2345",Journal of Parasitology,closed,2004-02-01,American Society of Parasitologists
10.1645/ge-340r,,,,,False,,2,https://doi.org/10.1645/ge-340r,journal-article,False,False,False,False,0022-3395,"0022-3395,1937-2345",Journal of Parasitology,closed,2004-10-01,American Society of Parasitologists
10.1645/ge-155r,,,,,False,,2,https://doi.org/10.1645/ge-155r,journal-article,False,False,False,False,0022-3395,"0022-3395,1937-2345",Journal of Parasitology,closed,2004-04-01,American Society of Parasitologists
10.1645/ge-1245.1,,,,,False,,2,https://doi.org/10.1645/ge-1245.1,journal-article,False,False,False,False,0022-3395,"0022-3395,1937-2345",Journal of Parasitology,closed,2007-12-01,American Society of Parasitologists
10.2478/s11686-007-0048-6,,,,,False,,2,https://doi.org/10.2478/s11686-007-0048-6,journal-article,False,False,False,False,1230-2821,"1896-1851,1230-2821",Acta Parasitologica,closed,2007-01-01,Walter de Gruyter GmbH
10.1016/j.vetpar.2008.06.011,,,,,False,,2,https://doi.org/10.1016/j.vetpar.2008.06.011,journal-article,False,False,False,False,0304-4017,0304-4017,Veterinary Parasitology,closed,2008-10-01,Elsevier BV
10.1645/ge-1406.1,,,,,False,,2,https://doi.org/10.1645/ge-1406.1,journal-article,False,False,False,False,0022-3395,"0022-3395,1937-2345",Journal of Parasitology,closed,2008-04-01,American Society of Parasitologists
10.2478/s11687-008-0004-5,oa journal (via doaj),publisher,cc-by-nc-nd,https://content.sciendo.com/downloadpdf/journals/helm/45/1/article-p24.pdf,True,publishedVersion,2,https://doi.org/10.2478/s11687-008-0004-5,journal-article,True,False,True,True,0440-6605,"1336-9083,0440-6605",Helminthologia,gold,2008-03-01,Walter de Gruyter GmbH
10.2478/s11687-008-0004-5,oa journal (via doaj),publisher,cc-by-nc-nd,https://content.sciendo.com/downloadpdf/journals/helm/45/1/article-p24.pdf,True,publishedVersion,2,https://doi.org/10.2478/s11687-008-0004-5,journal-article,True,False,True,True,0440-6605,"1336-9083,0440-6605",Helminthologia,gold,2008-03-01,Walter de Gruyter GmbH
10.2478/s11687-008-0004-5,oa journal (via doaj),publisher,cc-by-nc-nd,https://content.sciendo.com/downloadpdf/journals/helm/45/1/article-p24.pdf,True,publishedVersion,2,https://doi.org/10.2478/s11687-008-0004-5,journal-article,True,False,True,True,0440-6605,"1336-9083,0440-6605",Helminthologia,gold,2008-03-01,Walter de Gruyter GmbH
10.1007/bf00323546,,,,,False,,2,https://doi.org/10.1007/bf00323546,journal-article,False,False,False,False,0029-8549,"0029-8549,1432-1939",Oecologia,closed,1990-02-01,Springer Science and Business Media LLC
10.14430/arctic4396,,,,,False,,2,https://doi.org/10.14430/arctic4396,journal-article,False,False,False,False,0004-0843,"1923-1245,0004-0843",ARCTIC,closed,2014-05-28,The Arctic Institute of North America
10.2307/3283422,,,,,False,,2,https://doi.org/10.2307/3283422,journal-article,False,False,False,False,0022-3395,0022-3395,The Journal of Parasitology,closed,1994-06-01,JSTOR
10.1128/cdli.9.4.763-770.2002,open (via free pdf),publisher,,https://cvi.asm.org/content/9/4/763.full.pdf,True,publishedVersion,2,https://doi.org/10.1128/cdli.9.4.763-770.2002,journal-article,True,False,False,True,1556-679X,"1556-6811,1556-679X",Clinical and Vaccine Immunology,gold,2002-07-01,American Society for Microbiology
10.3201/eid1107.040724,oa journal (via doaj),publisher,cc-by,https://doi.org/10.3201/eid1107.040724,True,publishedVersion,2,https://doi.org/10.3201/eid1107.040724,journal-article,True,False,True,True,1080-6040,"1080-6040,1080-6059",Emerging Infectious Diseases,gold,2005-07-01,Centers for Disease Control and Prevention (CDC)
10.1080/00034983.1958.11685857,,,,,False,,2,https://doi.org/10.1080/00034983.1958.11685857,journal-article,False,False,False,False,0003-4983,"0003-4983,1364-8594",Annals of Tropical Medicine & Parasitology,closed,1958-07-01,Informa UK Limited
10.7589/0090-3558-38.4.789,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-38.4.789,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-38.4.789,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,2002-10-01,Wildlife Disease Association
10.2307/4259,,,,,False,,2,https://doi.org/10.2307/4259,journal-article,False,False,False,False,0021-8790,0021-8790,The Journal of Animal Ecology,closed,1980-06-01,JSTOR
NA,,,,,False,,1,https://doi.org/NA,,False,False,False,False,,,,,,
10.7589/0090-3558-22.3.415,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-22.3.415,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-22.3.415,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,1986-07-01,Wildlife Disease Association
10.7589/0090-3558-22.3.415,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-22.3.415,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-22.3.415,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,1986-07-01,Wildlife Disease Association
10.7589/0090-3558-26.2.210,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-26.2.210,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-26.2.210,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,1990-04-01,Wildlife Disease Association
10.7589/0090-3558-35.3.496,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-35.3.496,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-35.3.496,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,1999-07-01,Wildlife Disease Association
10.7589/0090-3558-36.2.383,oa repository (via OAI-PMH title and first author match),repository,,https://bioone.org/journals/journal-of-wildlife-diseases/volume-36/issue-2/0090-3558-36.2.383/Septicemic-Pasteurellosis-in-Free-ranging-Neonatal-Pronghorn-in-Oregon/10.7589/0090-3558-36.2.383.pdf,True,submittedVersion,2,https://doi.org/10.7589/0090-3558-36.2.383,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,green,2000-04-01,Wildlife Disease Association
10.4102/jsava.v68i1.854,oa journal (via doaj),publisher,cc-by,https://jsava.co.za/index.php/jsava/article/download/854/828,True,publishedVersion,2,https://doi.org/10.4102/jsava.v68i1.854,journal-article,True,False,True,True,1019-9128,"2224-9435,1019-9128",Journal of the South African Veterinary Association,gold,1997-07-13,AOSIS
10.7589/0090-3558-35.2.381,,,,,False,,2,https://doi.org/10.7589/0090-3558-35.2.381,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,1999-04-01,Wildlife Disease Association
10.1016/b978-1-4832-3310-9.50007-2,,,,,False,,2,https://doi.org/10.1016/b978-1-4832-3310-9.50007-2,book-chapter,False,False,False,False,,,The Squirrel Monkey,closed,1968-01-01,Elsevier
10.4269/ajtmh.1963.12.524,,,,,False,,2,https://doi.org/10.4269/ajtmh.1963.12.524,journal-article,False,False,False,False,0002-9637,"0002-9637,1476-1645",The American Journal of Tropical Medicine and Hygiene,closed,1963-07-01,American Society of Tropical Medicine and Hygiene
NA,,,,,False,,1,https://doi.org/NA,,False,False,False,False,,,,,,
10.5134/143457,open (via free pdf),publisher,,https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/143457/1/PAN12%282%29_14.pdf,True,publishedVersion,2,https://doi.org/10.5134/143457,journal-article,True,False,False,False,1884-751X,1884-751X,Pan Africa News,bronze,2005-12-01,Kyoto University Library
10.1089/aid.1995.11.985,,,,,False,,2,https://doi.org/10.1089/aid.1995.11.985,journal-article,False,False,False,False,0889-2229,"0889-2229,1931-8405",AIDS Research and Human Retroviruses,closed,1995-08-01,Mary Ann Liebert Inc
